Transaction_ID,Date,Year,Month,Country,Currency,Product,Category,Customer_Segment,Quantity,Unit_Price_Local,Unit_Price_Currency,Revenue_Local,Revenue_USD,COGS_USD,Gross_Profit_USD,OpEx_USD,EBITDA_USD,Gross_Margin_Pct,EBITDA_Margin_Pct
1164,2022-08-25,2022,8,India,INR,Software License,Technology,Consumer,43,2272.35,INR,97711.05,1172.53,417.51,755.02,234.27,520.75,64.39,44.41
1165,2022-09-16,2022,9,USA,USD,Hardware,Technology,Consumer,23,2002.21,USD,46050.83,46050.83,18522.74,27528.09,5673.9,21854.19,59.78,47.46
1166,2022-09-26,2022,9,France,EUR,Software License,Technology,Consumer,36,5829.64,EUR,209867.04,226656.4,108518.93,118137.47,42184.16,75953.31,52.12,33.51
1167,2022-09-06,2022,9,Australia,AUD,Support & Maintenance,Services,Enterprise,39,13971.72,AUD,544897.08,354183.1,176680.07,177503.03,49627.13,127875.9,50.12,36.1
1168,2022-09-22,2022,9,Japan,JPY,Training,Services,Consumer,22,5589.84,JPY,122976.48,823.94,250.83,573.11,100.1,473.01,69.56,57.41
1169,2022-09-07,2022,9,Australia,AUD,Software License,Technology,SMB,48,9680.99,AUD,464687.52,302046.89,78289.69,223757.2,64008.8,159748.4,74.08,52.89
1170,2022-09-19,2022,9,Australia,AUD,Consulting,Services,Government,22,2782.43,AUD,61213.46,39788.75,13667.09,26121.66,5914.89,20206.77,65.65,50.79
1171,2022-09-09,2022,9,Brazil,BRL,Software License,Technology,Enterprise,10,2782.44,BRL,27824.4,5564.88,2422.68,3142.2,1119.07,2023.13,56.46,36.36
1172,2022-09-17,2022,9,UAE,AED,Training,Services,Government,32,9302.6,AED,297683.2,80374.46,30080.55,50293.91,10636.38,39657.53,62.57,49.34
1173,2022-09-22,2022,9,UK,GBP,Hardware,Technology,Government,8,4607.07,GBP,36856.56,46807.83,21229.5,25578.33,8097.52,17480.81,54.65,37.35
1174,2022-09-07,2022,9,Japan,JPY,Software License,Technology,SMB,26,14774.46,JPY,384135.96,2573.71,685.73,1887.98,336.29,1551.69,73.36,60.29
1175,2022-09-05,2022,9,Germany,EUR,Hardware,Technology,Consumer,21,2239.77,EUR,47035.17,50797.98,20279.35,30518.63,8361.26,22157.37,60.08,43.62
1176,2022-09-13,2022,9,Australia,AUD,Support & Maintenance,Services,SMB,33,8601.49,AUD,283849.17,184501.96,83102.35,101399.61,28251.88,73147.73,54.96,39.65
1177,2022-09-19,2022,9,USA,USD,Consulting,Services,Enterprise,30,13856.86,USD,415705.8,415705.8,211441.69,204264.11,77472.54,126791.57,49.14,30.5
1178,2022-09-26,2022,9,Australia,AUD,Training,Services,Government,19,2170.01,AUD,41230.19,26799.62,6867.59,19932.03,3985.51,15946.52,74.37,59.5
1179,2022-09-13,2022,9,Brazil,BRL,Consulting,Services,Consumer,6,6832.32,BRL,40993.92,8198.78,2310.08,5888.7,1355.68,4533.02,71.82,55.29
1180,2022-09-03,2022,9,India,INR,Software License,Technology,Government,20,11314.17,INR,226283.4,2715.4,859.35,1856.05,588.88,1267.17,68.35,46.67
1181,2022-09-24,2022,9,India,INR,Training,Services,Enterprise,34,7894.3,INR,268406.2,3220.87,1680.58,1540.29,490.88,1049.41,47.82,32.58
1182,2022-09-25,2022,9,Germany,EUR,Cloud Services,Technology,Enterprise,10,4211.54,EUR,42115.4,45484.63,13738.62,31746.01,5591.45,26154.56,69.8,57.5
1183,2022-09-19,2022,9,UK,GBP,Cloud Services,Technology,Government,30,11439.46,GBP,343183.8,435843.43,208317.1,227526.33,72932.2,154594.13,52.2,35.47
1184,2022-09-26,2022,9,Brazil,BRL,Hardware,Technology,Consumer,10,6876.56,BRL,68765.6,13753.12,5373.02,8380.1,2677.84,5702.26,60.93,41.46
1185,2022-09-02,2022,9,Japan,JPY,Support & Maintenance,Services,Enterprise,23,7856.38,JPY,180696.74,1210.67,415.41,795.26,203.13,592.13,65.69,48.91
1186,2022-09-17,2022,9,Canada,CAD,Hardware,Technology,Enterprise,42,13031.63,CAD,547328.46,405023.06,205179.83,199843.23,77866.19,121977.04,49.34,30.12
1187,2022-09-20,2022,9,Australia,AUD,Consulting,Services,Enterprise,29,13681.22,AUD,396755.38,257891.0,108700.28,149190.72,33070.89,116119.83,57.85,45.03
1188,2022-09-23,2022,9,UAE,AED,Support & Maintenance,Services,SMB,4,7032.59,AED,28130.36,7595.2,3746.64,3848.56,1713.53,2135.03,50.67,28.11
1189,2022-10-17,2022,10,India,INR,Training,Services,SMB,3,4092.28,INR,12276.84,147.32,56.18,91.14,24.44,66.7,61.87,45.28
1190,2022-10-22,2022,10,Brazil,BRL,Cloud Services,Technology,Consumer,24,13810.08,BRL,331441.92,66288.38,24276.46,42011.92,14329.54,27682.38,63.38,41.76
1191,2022-10-09,2022,10,Brazil,BRL,Software License,Technology,Consumer,5,5280.52,BRL,26402.6,5280.52,2204.03,3076.49,834.24,2242.25,58.26,42.46
1192,2022-10-21,2022,10,Brazil,BRL,Cloud Services,Technology,Consumer,6,8949.72,BRL,53698.32,10739.66,3140.58,7599.08,1637.51,5961.57,70.76,55.51
1193,2022-10-05,2022,10,Australia,AUD,Cloud Services,Technology,Enterprise,20,8604.37,AUD,172087.4,111856.81,49557.93,62298.88,16697.03,45601.85,55.7,40.77
1194,2022-10-07,2022,10,India,INR,Software License,Technology,Government,33,5746.51,INR,189634.83,2275.62,816.45,1459.17,289.09,1170.08,64.12,51.42
1195,2022-10-26,2022,10,Canada,CAD,Consulting,Services,SMB,15,14999.66,CAD,224994.9,166496.23,49363.39,117132.84,24036.86,93095.98,70.35,55.91
1196,2022-10-13,2022,10,UK,GBP,Support & Maintenance,Services,Enterprise,43,5383.08,GBP,231472.44,293970.0,141073.93,152896.07,35175.67,117720.4,52.01,40.05
1197,2022-10-15,2022,10,Germany,EUR,Cloud Services,Technology,SMB,45,11680.92,EUR,525641.4,567692.71,279709.64,287983.07,70865.58,217117.49,50.73,38.25
1198,2022-10-25,2022,10,USA,USD,Consulting,Services,Consumer,44,10933.99,USD,481095.56,481095.56,260213.32,220882.24,92172.77,128709.47,45.91,26.75
1199,2022-10-07,2022,10,UAE,AED,Cloud Services,Technology,SMB,20,14501.15,AED,290023.0,78306.21,38002.87,40303.34,18448.64,21854.7,51.47,27.91
1200,2022-10-14,2022,10,Canada,CAD,Training,Services,Government,30,11656.86,CAD,349705.8,258782.29,125104.99,133677.3,45399.73,88277.57,51.66,34.11
1201,2022-10-04,2022,10,Germany,EUR,Cloud Services,Technology,SMB,17,1256.61,EUR,21362.37,23071.36,9094.2,13977.16,3591.79,10385.37,60.58,45.01
1202,2022-10-05,2022,10,India,INR,Software License,Technology,Consumer,6,11565.19,INR,69391.14,832.69,276.32,556.37,196.34,360.03,66.82,43.24
1203,2022-10-13,2022,10,Australia,AUD,Software License,Technology,SMB,29,13327.13,AUD,386486.77,251216.4,132929.04,118287.36,40755.98,77531.38,47.09,30.86
1204,2022-10-04,2022,10,India,INR,Hardware,Technology,SMB,25,14920.62,INR,373015.5,4476.19,1622.5,2853.69,466.54,2387.15,63.75,53.33
1205,2022-10-05,2022,10,Canada,CAD,Cloud Services,Technology,SMB,3,4659.75,CAD,13979.25,10344.65,5161.24,5183.41,2114.56,3068.85,50.11,29.67
1206,2022-10-24,2022,10,UAE,AED,Consulting,Services,Enterprise,6,775.56,AED,4653.36,1256.41,395.39,861.02,153.82,707.2,68.53,56.29
1207,2022-10-08,2022,10,Brazil,BRL,Support & Maintenance,Services,Government,8,11754.5,BRL,94036.0,18807.2,6042.6,12764.6,2224.46,10540.14,67.87,56.04
1208,2022-11-21,2022,11,Brazil,BRL,Consulting,Services,Enterprise,8,12631.97,BRL,101055.76,20211.15,8083.42,12127.73,3646.25,8481.48,60.01,41.96
1209,2022-11-08,2022,11,India,INR,Support & Maintenance,Services,SMB,46,2581.86,INR,118765.56,1425.19,539.82,885.37,273.95,611.42,62.12,42.9
1210,2022-11-17,2022,11,Brazil,BRL,Consulting,Services,SMB,43,10189.12,BRL,438132.16,87626.43,35667.93,51958.5,13502.41,38456.09,59.3,43.89
1211,2022-11-12,2022,11,India,INR,Support & Maintenance,Services,Enterprise,25,13163.31,INR,329082.75,3948.99,1038.82,2910.17,624.07,2286.1,73.69,57.89
1212,2022-11-21,2022,11,Japan,JPY,Training,Services,Enterprise,23,11933.54,JPY,274471.42,1838.96,649.96,1189.0,386.07,802.93,64.66,43.66
1213,2022-11-06,2022,11,UK,GBP,Support & Maintenance,Services,Consumer,9,1142.87,GBP,10285.83,13063.0,5405.52,7657.48,2900.33,4757.15,58.62,36.42
1214,2022-11-15,2022,11,UAE,AED,Training,Services,Government,41,3143.03,AED,128864.23,34793.34,10105.93,24687.41,7216.37,17471.04,70.95,50.21
1215,2022-11-10,2022,11,USA,USD,Hardware,Technology,SMB,3,11971.08,USD,35913.24,35913.24,18521.79,17391.45,5291.43,12100.02,48.43,33.69
1216,2022-11-28,2022,11,India,INR,Consulting,Services,Government,17,1031.0,INR,17527.0,210.32,93.4,116.92,30.06,86.86,55.59,41.3
1217,2022-11-24,2022,11,USA,USD,Training,Services,Consumer,18,2304.89,USD,41488.02,41488.02,14952.52,26535.5,9684.26,16851.24,63.96,40.62
1218,2022-11-17,2022,11,UAE,AED,Consulting,Services,Consumer,12,7694.95,AED,92339.4,24931.64,9954.13,14977.51,5949.85,9027.66,60.07,36.21
1219,2022-11-10,2022,11,Japan,JPY,Software License,Technology,Government,6,6743.8,JPY,40462.8,271.1,148.71,122.39,34.45,87.94,45.15,32.44
1220,2022-11-14,2022,11,Canada,CAD,Software License,Technology,Enterprise,21,10083.33,CAD,211749.93,156694.95,53581.64,103113.31,29833.66,73279.65,65.81,46.77
1221,2022-11-20,2022,11,Germany,EUR,Training,Services,Government,23,6983.38,EUR,160617.74,173467.16,81190.32,92276.84,41066.8,51210.04,53.2,29.52
1222,2022-11-24,2022,11,Australia,AUD,Hardware,Technology,Enterprise,5,10232.17,AUD,51160.85,33254.55,12366.14,20888.41,5884.82,15003.59,62.81,45.12
1223,2022-11-08,2022,11,Germany,EUR,Software License,Technology,SMB,39,10332.29,EUR,402959.31,435196.05,166006.34,269189.71,51759.83,217429.88,61.85,49.96
1224,2022-11-12,2022,11,Canada,CAD,Hardware,Technology,Government,37,969.59,CAD,35874.83,26547.37,7858.86,18688.51,4446.38,14242.13,70.4,53.65
1225,2022-11-09,2022,11,Canada,CAD,Consulting,Services,Enterprise,37,2496.58,CAD,92373.46,68356.36,24614.1,43742.26,10059.17,33683.09,63.99,49.28
1226,2022-11-04,2022,11,France,EUR,Software License,Technology,Enterprise,48,3197.7,EUR,153489.6,165768.77,67189.99,98578.78,39292.4,59286.38,59.47,35.76
1227,2022-11-16,2022,11,Japan,JPY,Hardware,Technology,Government,14,14947.29,JPY,209262.06,1402.06,470.63,931.43,332.95,598.48,66.43,42.69
1228,2022-11-03,2022,11,France,EUR,Software License,Technology,SMB,5,7054.62,EUR,35273.1,38094.95,19794.28,18300.67,6352.97,11947.7,48.04,31.36
1229,2022-11-28,2022,11,Canada,CAD,Training,Services,Consumer,46,1441.62,CAD,66314.52,49072.74,20249.94,28822.8,11468.29,17354.51,58.73,35.36
1230,2022-11-05,2022,11,Germany,EUR,Training,Services,SMB,24,7876.96,EUR,189047.04,204170.8,58476.3,145694.5,26572.23,119122.27,71.36,58.34
1231,2022-11-18,2022,11,France,EUR,Consulting,Services,Enterprise,24,8533.31,EUR,204799.44,221183.4,79774.96,141408.44,48781.83,92626.61,63.93,41.88
1232,2022-12-14,2022,12,Brazil,BRL,Software License,Technology,Enterprise,20,6273.32,BRL,125466.4,25093.28,11670.38,13422.9,4311.02,9111.88,53.49,36.31
1233,2022-12-22,2022,12,Australia,AUD,Support & Maintenance,Services,Enterprise,9,14599.51,AUD,131395.59,85407.13,37809.87,47597.26,14305.37,33291.89,55.73,38.98
1234,2022-12-05,2022,12,India,INR,Hardware,Technology,SMB,50,8493.9,INR,424695.0,5096.34,2172.75,2923.59,1096.57,1827.02,57.37,35.85
1235,2022-12-23,2022,12,Australia,AUD,Support & Maintenance,Services,Enterprise,8,8012.48,AUD,64099.84,41664.9,14217.62,27447.28,5178.74,22268.54,65.88,53.45
1236,2022-12-05,2022,12,France,EUR,Hardware,Technology,Consumer,6,4133.78,EUR,24802.68,26786.89,11800.08,14986.81,4891.99,10094.82,55.95,37.69
1237,2022-12-06,2022,12,Japan,JPY,Support & Maintenance,Services,Enterprise,33,9794.32,JPY,323212.56,2165.52,925.85,1239.67,405.16,834.51,57.25,38.54
1238,2022-12-21,2022,12,Brazil,BRL,Training,Services,Consumer,37,1097.32,BRL,40600.84,8120.17,4134.26,3985.91,910.95,3074.96,49.09,37.87
1239,2022-12-21,2022,12,Brazil,BRL,Hardware,Technology,SMB,50,8795.99,BRL,439799.5,87959.9,38300.6,49659.3,9195.58,40463.72,56.46,46.0
1240,2022-12-15,2022,12,India,INR,Hardware,Technology,Consumer,31,4050.73,INR,125572.63,1506.87,741.69,765.18,242.48,522.7,50.78,34.69
1241,2022-12-20,2022,12,UK,GBP,Training,Services,Enterprise,11,6874.28,GBP,75617.08,96033.69,37959.75,58073.94,12542.33,45531.61,60.47,47.41
1242,2022-12-25,2022,12,Germany,EUR,Hardware,Technology,Consumer,47,14826.34,EUR,696837.98,752585.02,266122.47,486462.55,120268.72,366193.83,64.64,48.66
1243,2022-12-05,2022,12,Canada,CAD,Support & Maintenance,Services,Enterprise,21,4005.2,CAD,84109.2,62240.81,17847.96,44392.85,10421.56,33971.29,71.32,54.58
1244,2022-12-06,2022,12,UK,GBP,Software License,Technology,Consumer,25,13030.38,GBP,325759.5,413714.57,155325.17,258389.4,101113.03,157276.37,62.46,38.02
1245,2022-12-16,2022,12,Canada,CAD,Support & Maintenance,Services,Consumer,13,11565.26,CAD,150348.38,111257.8,44445.23,66812.57,19715.85,47096.72,60.05,42.33
1246,2022-12-07,2022,12,Japan,JPY,Consulting,Services,Enterprise,6,14205.88,JPY,85235.28,571.08,229.36,341.72,139.92,201.8,59.84,35.34
1247,2022-12-22,2022,12,Brazil,BRL,Hardware,Technology,Enterprise,4,4579.67,BRL,18318.68,3663.74,1572.68,2091.06,829.57,1261.49,57.07,34.43
1248,2022-12-25,2022,12,UAE,AED,Hardware,Technology,Enterprise,7,6748.45,AED,47239.15,12754.57,6565.25,6189.32,2667.31,3522.01,48.53,27.61
1249,2022-12-10,2022,12,Australia,AUD,Hardware,Technology,Enterprise,26,1241.79,AUD,32286.54,20986.25,8783.69,12202.56,3239.83,8962.73,58.15,42.71
1250,2022-12-20,2022,12,UK,GBP,Consulting,Services,Government,49,8472.93,GBP,415173.57,527270.43,262366.28,264904.15,102019.57,162884.58,50.24,30.89
1251,2022-12-12,2022,12,UK,GBP,Cloud Services,Technology,Enterprise,26,5911.38,GBP,153695.88,195193.77,106582.88,88610.89,35852.17,52758.72,45.4,27.03
1252,2023-01-26,2023,1,France,EUR,Support & Maintenance,Services,Government,33,1083.7,EUR,35762.1,38623.07,10106.66,28516.41,7996.47,20519.94,73.83,53.13
1253,2023-01-20,2023,1,UAE,AED,Support & Maintenance,Services,Government,10,9290.78,AED,92907.8,25085.11,10150.73,14934.38,3742.57,11191.81,59.53,44.62
1254,2023-01-27,2023,1,Canada,CAD,Cloud Services,Technology,Government,40,11220.13,CAD,448805.2,332115.85,112843.1,219272.75,49968.83,169303.92,66.02,50.98
1255,2023-01-11,2023,1,India,INR,Support & Maintenance,Services,Government,46,8662.4,INR,398470.4,4781.64,1876.64,2905.0,490.1,2414.9,60.75,50.5
1256,2023-01-09,2023,1,UK,GBP,Consulting,Services,Consumer,47,13145.44,GBP,617835.68,784651.31,344287.85,440363.46,148720.02,291643.44,56.12,37.17
1257,2023-01-24,2023,1,Brazil,BRL,Support & Maintenance,Services,SMB,47,1244.65,BRL,58498.55,11699.71,4611.26,7088.45,2089.98,4998.47,60.59,42.72
1258,2023-01-07,2023,1,Brazil,BRL,Consulting,Services,SMB,44,4011.85,BRL,176521.4,35304.28,14890.32,20413.96,7240.14,13173.82,57.82,37.32
1259,2023-01-25,2023,1,USA,USD,Consulting,Services,Consumer,27,2695.75,USD,72785.25,72785.25,33273.78,39511.47,11758.94,27752.53,54.28,38.13
1260,2023-01-22,2023,1,Brazil,BRL,Consulting,Services,Enterprise,46,2502.2,BRL,115101.2,23020.24,7186.98,15833.26,3424.43,12408.83,68.78,53.9
1261,2023-01-18,2023,1,UAE,AED,Support & Maintenance,Services,Government,21,14371.94,AED,301810.74,81488.9,31609.47,49879.43,14665.48,35213.95,61.21,43.21
1262,2023-01-10,2023,1,Canada,CAD,Training,Services,Consumer,40,7520.61,CAD,300824.4,222610.06,119586.4,103023.66,31577.45,71446.21,46.28,32.09
1263,2023-01-12,2023,1,France,EUR,Hardware,Technology,Consumer,46,3505.53,EUR,161254.38,174154.73,80371.79,93782.94,25697.59,68085.35,53.85,39.09
1264,2023-01-13,2023,1,India,INR,Training,Services,Consumer,19,2267.17,INR,43076.23,516.91,234.15,282.76,81.13,201.63,54.7,39.01
1265,2023-01-15,2023,1,Canada,CAD,Cloud Services,Technology,Consumer,3,4670.64,CAD,14011.92,10368.82,4813.65,5555.17,1575.59,3979.58,53.58,38.38
1266,2023-01-23,2023,1,Japan,JPY,Training,Services,Government,14,3429.99,JPY,48019.86,321.73,132.42,189.31,77.2,112.11,58.84,34.85
1267,2023-01-17,2023,1,Japan,JPY,Cloud Services,Technology,Enterprise,40,11242.92,JPY,449716.8,3013.1,969.57,2043.53,324.25,1719.28,67.82,57.06
1268,2023-01-22,2023,1,France,EUR,Training,Services,SMB,4,1952.87,EUR,7811.48,8436.4,2945.05,5491.35,1441.45,4049.9,65.09,48.01
1269,2023-01-21,2023,1,Germany,EUR,Software License,Technology,SMB,27,9966.95,EUR,269107.65,290636.26,149443.49,141192.77,49801.96,91390.81,48.58,31.45
1270,2023-01-19,2023,1,France,EUR,Hardware,Technology,Consumer,19,9865.52,EUR,187444.88,202440.47,105751.07,96689.4,22960.62,73728.78,47.76,36.42
1271,2023-01-02,2023,1,France,EUR,Support & Maintenance,Services,Enterprise,12,6559.33,EUR,78711.96,85008.92,42613.4,42395.52,20409.65,21985.87,49.87,25.86
1272,2023-02-11,2023,2,UAE,AED,Cloud Services,Technology,Consumer,3,634.37,AED,1903.11,513.84,216.01,297.83,59.65,238.18,57.96,46.35
1273,2023-02-04,2023,2,Japan,JPY,Consulting,Services,Government,9,12840.37,JPY,115563.33,774.27,302.28,471.99,99.82,372.17,60.96,48.07
1274,2023-02-26,2023,2,Canada,CAD,Cloud Services,Technology,Government,42,4230.34,CAD,177674.28,131478.97,40214.12,91264.85,27675.36,63589.49,69.41,48.36
1275,2023-02-14,2023,2,Japan,JPY,Support & Maintenance,Services,SMB,12,9358.84,JPY,112306.08,752.45,332.3,420.15,121.01,299.14,55.84,39.76
1276,2023-02-11,2023,2,India,INR,Hardware,Technology,Enterprise,26,10204.21,INR,265309.46,3183.71,972.41,2211.3,385.52,1825.78,69.46,57.35
1277,2023-02-10,2023,2,France,EUR,Software License,Technology,Consumer,25,3915.06,EUR,97876.5,105706.62,50329.78,55376.84,25697.83,29679.01,52.39,28.08
1278,2023-02-04,2023,2,Brazil,BRL,Training,Services,Enterprise,17,9978.41,BRL,169632.97,33926.59,15532.63,18393.96,3708.81,14685.15,54.22,43.29
1279,2023-02-25,2023,2,UAE,AED,Hardware,Technology,SMB,26,10448.07,AED,271649.82,73345.45,38648.05,34697.4,17101.97,17595.43,47.31,23.99
1280,2023-02-08,2023,2,Japan,JPY,Training,Services,Enterprise,41,13783.89,JPY,565139.49,3786.43,1281.75,2504.68,727.73,1776.95,66.15,46.93
1281,2023-02-18,2023,2,Germany,EUR,Consulting,Services,SMB,30,11342.16,EUR,340264.8,367485.98,158651.67,208834.31,59671.21,149163.1,56.83,40.59
1282,2023-02-03,2023,2,UAE,AED,Support & Maintenance,Services,SMB,49,4088.25,AED,200324.25,54087.55,25768.49,28319.06,12492.62,15826.44,52.36,29.26
1283,2023-02-17,2023,2,India,INR,Consulting,Services,Consumer,5,13800.05,INR,69000.25,828.0,234.87,593.13,185.73,407.4,71.63,49.2
1284,2023-02-07,2023,2,France,EUR,Support & Maintenance,Services,SMB,11,5257.71,EUR,57834.81,62461.59,25365.81,37095.78,7335.24,29760.54,59.39,47.65
1285,2023-02-14,2023,2,Brazil,BRL,Consulting,Services,Enterprise,33,6959.5,BRL,229663.5,45932.7,12249.83,33682.87,5502.35,28180.52,73.33,61.35
1286,2023-02-13,2023,2,UAE,AED,Support & Maintenance,Services,Enterprise,36,7204.49,AED,259361.64,70027.64,34458.82,35568.82,14600.2,20968.62,50.79,29.94
1287,2023-02-18,2023,2,Japan,JPY,Software License,Technology,SMB,38,1558.93,JPY,59239.34,396.9,149.67,247.23,81.39,165.84,62.29,41.78
1288,2023-02-21,2023,2,USA,USD,Software License,Technology,Government,3,4662.82,USD,13988.46,13988.46,4252.41,9736.05,1683.01,8053.04,69.6,57.57
1289,2023-02-22,2023,2,Australia,AUD,Hardware,Technology,Government,29,13109.49,AUD,380175.21,247113.89,129000.91,118112.98,38635.47,79477.51,47.8,32.16
1290,2023-02-24,2023,2,India,INR,Cloud Services,Technology,Consumer,8,3087.87,INR,24702.96,296.44,121.89,174.55,53.16,121.39,58.88,40.95
1291,2023-02-13,2023,2,France,EUR,Software License,Technology,Enterprise,20,7213.56,EUR,144271.2,155812.9,72566.46,83246.44,25493.98,57752.46,53.43,37.07
1292,2023-02-25,2023,2,France,EUR,Cloud Services,Technology,Government,23,2749.26,EUR,63232.98,68291.62,20934.4,47357.22,15794.57,31562.65,69.35,46.22
1293,2023-02-07,2023,2,UK,GBP,Software License,Technology,Government,40,11607.78,GBP,464311.2,589675.22,303757.62,285917.6,60351.41,225566.19,48.49,38.25
1294,2023-02-24,2023,2,UK,GBP,Software License,Technology,Enterprise,29,9167.88,GBP,265868.52,337653.02,155653.27,181999.75,36230.66,145769.09,53.9,43.17
1295,2023-02-05,2023,2,USA,USD,Consulting,Services,Government,15,8326.52,USD,124897.8,124897.8,59490.78,65407.02,27029.08,38377.94,52.37,30.73
1296,2023-03-10,2023,3,Japan,JPY,Cloud Services,Technology,Consumer,37,9169.81,JPY,339282.97,2273.2,1026.94,1246.26,336.66,909.6,54.82,40.01
1297,2023-03-24,2023,3,Germany,EUR,Training,Services,SMB,27,4857.26,EUR,131146.02,141637.7,37999.59,103638.11,34315.7,69322.41,73.17,48.94
1298,2023-03-22,2023,3,Germany,EUR,Training,Services,Government,36,7686.5,EUR,276714.0,298851.12,161883.79,136967.33,72094.23,64873.1,45.83,21.71
1299,2023-03-25,2023,3,Australia,AUD,Support & Maintenance,Services,Consumer,45,6536.71,AUD,294151.95,191198.77,56358.76,134840.01,29916.69,104923.32,70.52,54.88
1300,2023-03-02,2023,3,India,INR,Consulting,Services,SMB,15,4860.68,INR,72910.2,874.92,404.45,470.47,193.24,277.23,53.77,31.69
1301,2023-03-11,2023,3,India,INR,Consulting,Services,Government,36,8184.88,INR,294655.68,3535.87,1295.99,2239.88,488.83,1751.05,63.35,49.52
1302,2023-03-13,2023,3,UK,GBP,Consulting,Services,Consumer,6,8266.72,GBP,49600.32,62992.41,31421.99,31570.42,6786.2,24784.22,50.12,39.34
1303,2023-03-18,2023,3,Brazil,BRL,Support & Maintenance,Services,Enterprise,5,3228.37,BRL,16141.85,3228.37,1544.8,1683.57,673.59,1009.98,52.15,31.28
1304,2023-03-07,2023,3,France,EUR,Consulting,Services,SMB,22,4896.23,EUR,107717.06,116334.42,60807.8,55526.62,15329.52,40197.1,47.73,34.55
1305,2023-03-08,2023,3,UK,GBP,Training,Services,Government,16,10586.58,GBP,169385.28,215119.31,99198.09,115921.22,34310.41,81610.81,53.89,37.94
1306,2023-03-12,2023,3,India,INR,Hardware,Technology,Consumer,25,7260.63,INR,181515.75,2178.19,968.46,1209.73,318.59,891.14,55.54,40.91
1307,2023-03-11,2023,3,India,INR,Consulting,Services,Government,7,12140.84,INR,84985.88,1019.83,475.98,543.85,218.49,325.36,53.33,31.9
1308,2023-03-01,2023,3,France,EUR,Hardware,Technology,Consumer,27,1162.87,EUR,31397.49,33909.29,17267.47,16641.82,7161.23,9480.59,49.08,27.96
1309,2023-03-27,2023,3,Japan,JPY,Support & Maintenance,Services,Government,19,2709.97,JPY,51489.43,344.98,120.38,224.6,54.15,170.45,65.11,49.41
1310,2023-03-24,2023,3,France,EUR,Consulting,Services,Consumer,17,11568.73,EUR,196668.41,212401.88,84235.68,128166.2,44292.95,83873.25,60.34,39.49
1311,2023-03-16,2023,3,UAE,AED,Consulting,Services,SMB,47,12027.14,AED,565275.58,152624.41,45906.33,106718.08,31753.06,74965.02,69.92,49.12
1312,2023-03-22,2023,3,Germany,EUR,Support & Maintenance,Services,Enterprise,34,990.44,EUR,33674.96,36368.96,18330.29,18038.67,8793.22,9245.45,49.6,25.42
1313,2023-03-01,2023,3,USA,USD,Software License,Technology,Government,9,12716.9,USD,114452.1,114452.1,36559.44,77892.66,23585.77,54306.89,68.06,47.45
1314,2023-03-16,2023,3,France,EUR,Support & Maintenance,Services,Government,24,1376.53,EUR,33036.72,35679.66,15746.1,19933.56,8566.17,11367.39,55.87,31.86
1315,2023-03-09,2023,3,UAE,AED,Software License,Technology,Enterprise,35,8498.83,AED,297459.05,80313.94,20364.02,59949.92,14409.34,45540.58,74.64,56.7
1316,2023-03-06,2023,3,India,INR,Hardware,Technology,Enterprise,33,12290.78,INR,405595.74,4867.15,2200.97,2666.18,1075.28,1590.9,54.78,32.69
1317,2023-03-09,2023,3,UK,GBP,Software License,Technology,SMB,16,3283.01,GBP,52528.16,66710.76,27213.77,39496.99,14828.61,24668.38,59.21,36.98
1318,2023-03-10,2023,3,Australia,AUD,Software License,Technology,Consumer,26,7155.47,AUD,186042.22,120927.44,39055.01,81872.43,24739.99,57132.44,67.7,47.25
1319,2023-03-21,2023,3,UK,GBP,Training,Services,Enterprise,6,6376.54,GBP,38259.24,48589.23,17645.22,30944.01,8328.23,22615.78,63.68,46.54
1320,2023-03-19,2023,3,USA,USD,Training,Services,SMB,6,7747.95,USD,46487.7,46487.7,17673.36,28814.34,10118.35,18695.99,61.98,40.22
1321,2023-03-16,2023,3,UK,GBP,Support & Maintenance,Services,Enterprise,15,3565.55,GBP,53483.25,67923.73,34670.65,33253.08,15835.27,17417.81,48.96,25.64
1322,2023-04-11,2023,4,USA,USD,Software License,Technology,Consumer,35,8670.89,USD,303481.15,303481.15,78865.81,224615.34,72627.58,151987.76,74.01,50.08
1323,2023-04-10,2023,4,USA,USD,Cloud Services,Technology,SMB,49,12400.02,USD,607600.98,607600.98,301534.57,306066.41,145417.9,160648.51,50.37,26.44
1324,2023-04-11,2023,4,Germany,EUR,Support & Maintenance,Services,SMB,37,12602.43,EUR,466289.91,503593.1,184691.25,318901.85,118081.94,200819.91,63.33,39.88
1325,2023-04-02,2023,4,Australia,AUD,Training,Services,SMB,45,11000.37,AUD,495016.65,321760.82,128780.86,192979.96,79200.94,113779.02,59.98,35.36
1326,2023-04-13,2023,4,UK,GBP,Consulting,Services,SMB,5,5438.59,GBP,27192.95,34535.05,16601.06,17933.99,8399.92,9534.07,51.93,27.61
1327,2023-04-14,2023,4,Canada,CAD,Software License,Technology,Consumer,29,7613.75,CAD,220798.75,163391.08,58288.68,105102.4,39405.26,65697.14,64.33,40.21
1328,2023-04-03,2023,4,Germany,EUR,Training,Services,Government,6,11696.43,EUR,70178.58,75792.87,25664.52,50128.35,10381.16,39747.19,66.14,52.44
